prompt_id,stream_id,patch_contract,explanation_mode,patch_queue_wait_ms,apply_queue_wait_ms,explanation_queue_wait_ms,patch_latency_ms,patch_parse_latency_ms,patch_validation_latency_ms,apply_latency_ms,explanation_latency_ms,patch_ready_ms,patch_applied_ms,explanation_ready_ms,ui_gap_ms,raw_syntax_pass,raw_schema_pass,raw_key_order_pass,raw_range_pass,raw_semantic_pass,apply_success,patch_pipeline_pass,clamp_event_count,clamp_intervention,raw_changed_param_count,sanitized_changed_param_count,raw_null_ratio,sanitized_null_ratio,raw_omitted_ratio,sanitized_omitted_ratio,patch_prompt_tokens,patch_completion_tokens,patch_total_tokens,patch_tokens_per_second,explanation_prompt_tokens,explanation_completion_tokens,explanation_total_tokens,explanation_tokens_per_second,patch_finish_reason,explanation_finish_reason,patch_generation_error,explanation_generation_error,raw_validation_errors,apply_errors,explanation_errors
sparse_single_change_001,sparse-stream-1,sparse_patch_only,off,0.127,0.257,,5546.669,0.037,0.081,0.089,,5546.988,5547.353,,,True,True,True,True,True,True,True,0,False,1,1,0.966667,0.966667,0.000000,0.000000,2269,190,2459,34.255,,,,,stop,,,,,,
sparse_filter_width_001,sparse-stream-2,sparse_patch_only,off,5547.007,0.244,,4896.463,0.034,0.062,0.075,,10443.630,10443.966,,,True,True,True,True,True,True,True,0,False,1,1,0.966667,0.966667,0.000000,0.000000,2277,189,2466,38.599,,,,,stop,,,,,,
sparse_skip_same_shape_001,sparse-stream-3,sparse_patch_only,off,10443.683,0.242,,5536.114,0.043,0.083,0.107,,15979.977,15980.351,,,True,True,True,True,True,True,True,0,False,14,2,0.533333,0.933333,0.000000,0.000000,2278,216,2494,39.017,,,,,stop,,,,,,
sparse_same_value_noop_001,sparse-stream-4,sparse_patch_only,off,15980.037,0.240,,4709.087,0.038,0.079,0.082,,20689.299,20689.637,,,True,True,True,True,True,True,True,0,False,1,0,0.966667,1.000000,0.000000,0.000000,2272,189,2461,40.135,,,,,stop,,,,,,
sparse_exact_multi_block_001,sparse-stream-5,sparse_patch_only,off,20689.357,0.264,,4802.287,0.043,0.073,0.112,,25491.816,25492.210,,,True,True,True,True,True,True,True,0,False,3,3,0.900000,0.900000,0.000000,0.000000,2295,191,2486,39.773,,,,,stop,,,,,,
sparse_dual_env_exact_001,sparse-stream-6,sparse_patch_only,off,25491.870,0.321,,5091.280,0.042,0.089,0.107,,30583.335,30583.783,,,True,True,True,True,True,True,True,0,False,2,2,0.933333,0.933333,0.000000,0.000000,2287,195,2482,38.301,,,,,stop,,,,,,
sparse_shape_unison_exact_001,sparse-stream-7,sparse_patch_only,off,30583.394,0.245,,4854.434,0.057,0.073,0.087,,35438.020,35438.370,,,True,True,True,True,True,True,True,0,False,2,2,0.933333,0.933333,0.000000,0.000000,2285,187,2472,38.521,,,,,stop,,,,,,
sparse_gain_width_exact_001,sparse-stream-8,sparse_patch_only,off,35438.072,0.102,,4836.006,0.051,0.076,0.159,,40274.261,40274.546,,,True,True,True,True,True,True,True,0,False,2,2,0.933333,0.933333,0.000000,0.000000,2289,191,2480,39.495,,,,,stop,,,,,,
