prompt_id,stream_id,patch_contract,explanation_mode,patch_queue_wait_ms,apply_queue_wait_ms,explanation_queue_wait_ms,patch_latency_ms,patch_parse_latency_ms,patch_validation_latency_ms,apply_latency_ms,explanation_latency_ms,patch_ready_ms,patch_applied_ms,explanation_ready_ms,ui_gap_ms,raw_syntax_pass,raw_schema_pass,raw_key_order_pass,raw_range_pass,raw_semantic_pass,apply_success,patch_pipeline_pass,clamp_event_count,clamp_intervention,raw_changed_param_count,sanitized_changed_param_count,raw_null_ratio,sanitized_null_ratio,raw_omitted_ratio,sanitized_omitted_ratio,patch_prompt_tokens,patch_completion_tokens,patch_total_tokens,patch_tokens_per_second,explanation_prompt_tokens,explanation_completion_tokens,explanation_total_tokens,explanation_tokens_per_second,patch_finish_reason,explanation_finish_reason,patch_generation_error,explanation_generation_error,raw_validation_errors,apply_errors,explanation_errors
latency_patch_only_001,latency-stream-1,sparse_patch_only,llm,0.148,0.183,0.139,11196.179,0.027,0.069,0.099,3871.093,11196.434,11196.756,15068.076,3871.320,True,True,True,True,True,True,True,0,False,30,30,0.000000,0.000000,0.000000,0.000000,776,335,1111,29.921,868,96,964,24.799,stop,length,,,,,"Invalid JSON: Unterminated string starting at at line 2, column 18."
latency_bass_dark_001,latency-stream-2,sparse_patch_only,llm,11196.459,0.157,0.038,12206.565,0.050,0.088,0.086,3076.701,23403.171,23403.450,26480.271,3076.821,True,True,True,True,True,True,True,0,False,30,30,0.000000,0.000000,0.000000,0.000000,778,356,1134,29.165,872,75,947,24.377,stop,stop,,,,,
latency_pad_complex_001,latency-stream-3,sparse_patch_only,llm,23403.229,0.186,0.151,11981.054,0.049,0.069,0.077,1656.913,35384.410,35384.698,37041.856,1657.158,True,True,True,True,True,True,True,0,False,30,30,0.000000,0.000000,0.000000,0.000000,787,360,1147,30.047,889,37,926,22.331,stop,stop,,,,,
latency_perc_tight_001,latency-stream-4,sparse_patch_only,llm,35384.474,0.155,0.140,12016.442,0.052,0.067,0.093,1840.186,47401.043,47401.319,49241.855,1840.537,True,True,True,True,True,True,True,0,False,30,30,0.000000,0.000000,0.000000,0.000000,778,356,1134,29.626,872,42,914,22.824,stop,stop,,,,,
latency_space_only_001,latency-stream-5,sparse_patch_only,llm,47401.099,0.243,0.148,11487.616,0.051,0.068,0.080,2450.099,58888.841,58889.190,61339.517,2450.327,True,True,True,True,True,True,True,0,False,24,24,0.200000,0.200000,0.000000,0.000000,778,342,1120,29.771,774,54,828,22.040,stop,stop,,,,,
latency_stream_supersede_001,latency-shared-stream,sparse_patch_only,llm,58888.908,0.240,0.145,12258.567,0.042,0.114,0.153,1205.207,71147.691,71148.114,72353.573,1205.459,True,True,True,True,True,True,True,0,False,30,15,0.000000,0.500000,0.000000,0.000000,1138,358,1496,29.204,1019,22,1041,18.254,stop,stop,,,,,
latency_stream_supersede_002,latency-shared-stream,sparse_patch_only,llm,71147.762,0.233,0.143,11726.442,0.068,0.101,0.145,1767.710,82874.429,82874.836,84642.943,1768.108,True,True,True,True,True,True,True,0,False,30,15,0.000000,0.500000,0.000000,0.000000,1140,353,1493,30.103,998,38,1036,21.497,stop,stop,,,,,
latency_stream_supersede_003,latency-shared-stream,sparse_patch_only,llm,82874.502,0.183,0.188,11746.003,0.064,0.094,0.150,1229.262,94620.717,94621.078,95850.748,1229.670,True,True,True,True,True,True,True,0,False,30,4,0.000000,0.866667,0.000000,0.000000,1144,356,1500,30.308,831,32,863,26.032,stop,stop,,,,,
