prompt_id,stream_id,patch_contract,explanation_mode,patch_queue_wait_ms,apply_queue_wait_ms,explanation_queue_wait_ms,patch_latency_ms,patch_parse_latency_ms,patch_validation_latency_ms,apply_latency_ms,explanation_latency_ms,patch_ready_ms,patch_applied_ms,explanation_ready_ms,ui_gap_ms,raw_syntax_pass,raw_schema_pass,raw_key_order_pass,raw_range_pass,raw_semantic_pass,apply_success,patch_pipeline_pass,clamp_event_count,clamp_intervention,raw_changed_param_count,sanitized_changed_param_count,raw_null_ratio,sanitized_null_ratio,raw_omitted_ratio,sanitized_omitted_ratio,patch_prompt_tokens,patch_completion_tokens,patch_total_tokens,patch_tokens_per_second,explanation_prompt_tokens,explanation_completion_tokens,explanation_total_tokens,explanation_tokens_per_second,patch_finish_reason,explanation_finish_reason,patch_generation_error,explanation_generation_error,raw_validation_errors,apply_errors,explanation_errors
sparse_single_change_001,sparse-stream-1,sparse_patch_only,off,0.138,0.252,,9335.713,0.045,0.096,0.125,,9336.066,9336.470,,,True,True,True,True,True,True,True,0,False,30,1,0.000000,0.966667,0.000000,0.000000,1129,355,1484,38.026,,,,,stop,,,,,,
sparse_filter_width_001,sparse-stream-2,sparse_patch_only,off,9336.086,0.234,,9543.419,0.060,0.112,0.129,,18879.733,18880.126,,,True,True,True,True,True,True,True,0,False,30,1,0.000000,0.966667,0.000000,0.000000,1137,355,1492,37.198,,,,,stop,,,,,,
sparse_skip_same_shape_001,sparse-stream-3,sparse_patch_only,off,18879.799,0.234,,9599.566,0.051,0.123,0.137,,28479.595,28480.004,,,True,True,True,True,True,True,True,0,False,30,2,0.000000,0.933333,0.000000,0.000000,1138,355,1493,36.981,,,,,stop,,,,,,
sparse_same_value_noop_001,sparse-stream-4,sparse_patch_only,off,28479.669,0.244,,9142.578,0.048,0.095,0.123,,37622.447,37622.839,,,True,True,True,True,True,True,True,0,False,30,0,0.000000,1.000000,0.000000,0.000000,1132,355,1487,38.829,,,,,stop,,,,,,
sparse_exact_multi_block_001,sparse-stream-5,sparse_patch_only,off,37622.508,0.226,,9159.443,0.053,0.096,0.115,,46782.151,46782.519,,,True,True,True,True,True,True,True,0,False,30,3,0.000000,0.900000,0.000000,0.000000,1155,355,1510,38.758,,,,,stop,,,,,,
sparse_dual_env_exact_001,sparse-stream-6,sparse_patch_only,off,46782.216,0.337,,9103.246,0.068,0.114,0.140,,55885.698,55886.206,,,True,True,True,True,True,True,True,0,False,30,2,0.000000,0.933333,0.000000,0.000000,1147,355,1502,38.997,,,,,stop,,,,,,
sparse_shape_unison_exact_001,sparse-stream-7,sparse_patch_only,off,55885.769,0.226,,9417.869,0.053,0.096,0.115,,65303.847,65304.214,,,True,True,True,True,True,True,True,0,False,30,2,0.000000,0.933333,0.000000,0.000000,1145,354,1499,37.588,,,,,stop,,,,,,
sparse_gain_width_exact_001,sparse-stream-8,sparse_patch_only,off,65303.911,0.231,,9418.003,0.054,0.159,0.183,,74722.183,74722.631,,,True,True,True,True,True,True,True,0,False,30,2,0.000000,0.933333,0.000000,0.000000,1149,355,1504,37.694,,,,,stop,,,,,,
