prompt_id,stream_id,patch_contract,explanation_mode,patch_queue_wait_ms,apply_queue_wait_ms,explanation_queue_wait_ms,patch_latency_ms,patch_parse_latency_ms,patch_validation_latency_ms,apply_latency_ms,explanation_latency_ms,patch_ready_ms,patch_applied_ms,explanation_ready_ms,ui_gap_ms,raw_syntax_pass,raw_schema_pass,raw_key_order_pass,raw_range_pass,raw_semantic_pass,apply_success,patch_pipeline_pass,clamp_event_count,clamp_intervention,raw_changed_param_count,sanitized_changed_param_count,raw_null_ratio,sanitized_null_ratio,raw_omitted_ratio,sanitized_omitted_ratio,patch_prompt_tokens,patch_completion_tokens,patch_total_tokens,patch_tokens_per_second,explanation_prompt_tokens,explanation_completion_tokens,explanation_total_tokens,explanation_tokens_per_second,patch_finish_reason,explanation_finish_reason,patch_generation_error,explanation_generation_error,raw_validation_errors,apply_errors,explanation_errors
latency_patch_only_001,latency-stream-1,sparse_patch_only,off,0.144,0.171,,11263.188,0.024,0.070,0.158,,11263.445,11263.802,,,True,True,True,True,True,True,True,0,False,30,30,0.000000,0.000000,0.000000,0.000000,776,335,1111,29.743,,,,,stop,,,,,,
latency_bass_dark_001,latency-stream-2,sparse_patch_only,off,11263.459,0.270,,11656.235,0.048,0.082,0.095,,22919.832,22920.232,,,True,True,True,True,True,True,True,0,False,30,30,0.000000,0.000000,0.000000,0.000000,778,356,1134,30.542,,,,,stop,,,,,,
latency_pad_complex_001,latency-stream-3,sparse_patch_only,off,22919.898,0.293,,11761.412,0.153,0.077,0.086,,34681.550,34681.970,,,True,True,True,True,True,True,True,0,False,30,30,0.000000,0.000000,0.000000,0.000000,787,360,1147,30.609,,,,,stop,,,,,,
latency_perc_tight_001,latency-stream-4,sparse_patch_only,off,34681.700,0.167,,11986.962,0.051,0.066,0.103,,46668.791,46669.088,,,True,True,True,True,True,True,True,0,False,30,30,0.000000,0.000000,0.000000,0.000000,778,356,1134,29.699,,,,,stop,,,,,,
latency_space_only_001,latency-stream-5,sparse_patch_only,off,46668.855,0.218,,11690.122,0.060,0.065,0.097,,58359.110,58359.450,,,True,True,True,True,True,True,True,0,False,24,24,0.200000,0.200000,0.000000,0.000000,778,342,1120,29.255,,,,,stop,,,,,,
latency_stream_supersede_001,latency-shared-stream,sparse_patch_only,off,58359.168,0.240,,12645.753,0.042,0.109,0.227,,71005.126,71005.621,,,True,True,True,True,True,True,True,0,False,30,15,0.000000,0.500000,0.000000,0.000000,1138,358,1496,28.310,,,,,stop,,,,,,
latency_stream_supersede_002,latency-shared-stream,sparse_patch_only,off,71005.195,0.224,,11576.458,0.053,0.089,0.121,,82581.848,82582.219,,,True,True,True,True,True,True,True,0,False,30,15,0.000000,0.500000,0.000000,0.000000,1140,353,1493,30.493,,,,,stop,,,,,,
latency_stream_supersede_003,latency-shared-stream,sparse_patch_only,off,82581.906,0.184,,11589.246,0.025,0.090,0.132,,94171.319,94171.663,,,True,True,True,True,True,True,True,0,False,30,4,0.000000,0.866667,0.000000,0.000000,1144,356,1500,30.718,,,,,stop,,,,,,
