prompt_id,stream_id,patch_contract,explanation_mode,patch_queue_wait_ms,apply_queue_wait_ms,explanation_queue_wait_ms,patch_latency_ms,patch_parse_latency_ms,patch_validation_latency_ms,apply_latency_ms,explanation_latency_ms,patch_ready_ms,patch_applied_ms,explanation_ready_ms,ui_gap_ms,raw_syntax_pass,raw_schema_pass,raw_key_order_pass,raw_range_pass,raw_semantic_pass,apply_success,patch_pipeline_pass,clamp_event_count,clamp_intervention,raw_changed_param_count,sanitized_changed_param_count,raw_null_ratio,sanitized_null_ratio,raw_omitted_ratio,sanitized_omitted_ratio,patch_prompt_tokens,patch_completion_tokens,patch_total_tokens,patch_tokens_per_second,explanation_prompt_tokens,explanation_completion_tokens,explanation_total_tokens,explanation_tokens_per_second,patch_finish_reason,explanation_finish_reason,patch_generation_error,explanation_generation_error,raw_validation_errors,apply_errors,explanation_errors
sparse_single_change_001,sparse-stream-1,sparse_patch_only,off,0.141,0.345,,5558.242,0.042,0.084,0.105,,5558.613,5559.081,,,True,True,True,True,True,True,True,0,False,1,1,0.966667,0.966667,0.000000,0.000000,2269,190,2459,34.183,,,,,stop,,,,,,
sparse_filter_width_001,sparse-stream-2,sparse_patch_only,off,5558.639,0.236,,4808.356,0.034,0.066,0.078,,10367.196,10367.527,,,True,True,True,True,True,True,True,0,False,1,1,0.966667,0.966667,0.000000,0.000000,2277,189,2466,39.307,,,,,stop,,,,,,
sparse_skip_same_shape_001,sparse-stream-3,sparse_patch_only,off,10367.247,0.294,,5442.401,0.042,0.083,0.108,,15809.833,15810.258,,,True,True,True,True,True,True,True,0,False,14,2,0.533333,0.933333,0.000000,0.000000,2278,216,2494,39.688,,,,,stop,,,,,,
sparse_same_value_noop_001,sparse-stream-4,sparse_patch_only,off,15809.888,0.276,,4854.609,0.038,0.069,0.094,,20664.657,20665.050,,,True,True,True,True,True,True,True,0,False,1,0,0.966667,1.000000,0.000000,0.000000,2272,189,2461,38.932,,,,,stop,,,,,,
sparse_exact_multi_block_001,sparse-stream-5,sparse_patch_only,off,20664.723,0.249,,4777.201,0.036,0.065,0.090,,25442.087,25442.461,,,True,True,True,True,True,True,True,0,False,3,3,0.900000,0.900000,0.000000,0.000000,2295,191,2486,39.982,,,,,stop,,,,,,
sparse_dual_env_exact_001,sparse-stream-6,sparse_patch_only,off,25442.156,0.233,,5029.393,0.037,0.069,0.087,,30471.717,30472.055,,,True,True,True,True,True,True,True,0,False,2,2,0.933333,0.933333,0.000000,0.000000,2287,195,2482,38.772,,,,,stop,,,,,,
sparse_shape_unison_exact_001,sparse-stream-7,sparse_patch_only,off,30471.768,0.371,,4816.928,0.041,0.066,0.094,,35288.857,35289.339,,,True,True,True,True,True,True,True,0,False,2,2,0.933333,0.933333,0.000000,0.000000,2285,187,2472,38.821,,,,,stop,,,,,,
sparse_gain_width_exact_001,sparse-stream-8,sparse_patch_only,off,35288.910,0.113,,4890.632,0.049,0.079,0.108,,40179.720,40179.962,,,True,True,True,True,True,True,True,0,False,2,2,0.933333,0.933333,0.000000,0.000000,2289,191,2480,39.054,,,,,stop,,,,,,
