prompt_id,stream_id,patch_contract,explanation_mode,patch_queue_wait_ms,apply_queue_wait_ms,explanation_queue_wait_ms,patch_latency_ms,patch_parse_latency_ms,patch_validation_latency_ms,apply_latency_ms,explanation_latency_ms,patch_ready_ms,patch_applied_ms,explanation_ready_ms,ui_gap_ms,raw_syntax_pass,raw_schema_pass,raw_key_order_pass,raw_range_pass,raw_semantic_pass,apply_success,patch_pipeline_pass,clamp_event_count,clamp_intervention,raw_changed_param_count,sanitized_changed_param_count,raw_null_ratio,sanitized_null_ratio,raw_omitted_ratio,sanitized_omitted_ratio,patch_prompt_tokens,patch_completion_tokens,patch_total_tokens,patch_tokens_per_second,explanation_prompt_tokens,explanation_completion_tokens,explanation_total_tokens,explanation_tokens_per_second,patch_finish_reason,explanation_finish_reason,patch_generation_error,explanation_generation_error,raw_validation_errors,apply_errors,explanation_errors
numeric_pressure_cutoff_001,numeric-stream-1,sparse_patch_only,off,0.115,,,14851.748,0.001,,,,14851.902,,,,False,False,False,False,False,False,False,0,False,0,0,,,,,36,640,676,43.093,,,,,length,,,,Empty model output.,,
numeric_pressure_underflow_001,numeric-stream-2,sparse_patch_only,off,14851.895,,,14723.499,0.001,,,,29575.405,,,,False,False,False,False,False,False,False,0,False,0,0,,,,,33,640,673,43.468,,,,,length,,,,Empty model output.,,
numeric_pressure_integer_001,numeric-stream-3,sparse_patch_only,off,29575.436,,,14716.170,0.002,,,,44291.617,,,,False,False,False,False,False,False,False,0,False,0,0,,,,,42,640,682,43.490,,,,,length,,,,Empty model output.,,
numeric_pressure_negative_frequency_001,numeric-stream-4,sparse_patch_only,off,44291.654,,,14616.953,0.001,,,,58908.617,,,,False,False,False,False,False,False,False,0,False,0,0,,,,,37,640,677,43.785,,,,,length,,,,Empty model output.,,
numeric_pressure_drive_overflow_001,numeric-stream-5,sparse_patch_only,off,58908.661,,,14643.087,0.001,,,,73551.759,,,,False,False,False,False,False,False,False,0,False,0,0,,,,,34,640,674,43.707,,,,,length,,,,Empty model output.,,
numeric_pressure_wrong_enum_type_001,numeric-stream-6,sparse_patch_only,off,73551.795,,,14855.765,0.001,,,,88407.570,,,,False,False,False,False,False,False,False,0,False,0,0,,,,,42,640,682,43.081,,,,,length,,,,Empty model output.,,
numeric_pressure_mixed_bounds_001,numeric-stream-7,sparse_patch_only,off,88407.607,,,14872.997,0.001,,,,103280.614,,,,False,False,False,False,False,False,False,0,False,0,0,,,,,37,640,677,43.031,,,,,length,,,,Empty model output.,,
